order_id,item_id,customer_id,product_id,staff_id,store_id,quantity,list_price,discount,discount_percentage,total_price,order_status,order_status_desc,order_date,required_date,shipped_date,ship_status,days_to_ship,delay_vs_required
26,2,1280,2,7,2,1,749.99,0.2,20.0,599.99,4,Completed,2016-01-18,2016-01-21,2016-01-19,Completed,1.0,-2.0
26,3,1280,12,7,2,1,549.99,0.2,20.0,439.99,4,Completed,2016-01-18,2016-01-21,2016-01-19,Completed,1.0,-2.0
26,4,1280,21,7,2,2,269.99,0.07,7.0,502.18,4,Completed,2016-01-18,2016-01-21,2016-01-19,Completed,1.0,-2.0
27,1,57,5,7,2,1,1320.99,0.2,20.0,1056.79,4,Completed,2016-01-19,2016-01-21,2016-01-20,Completed,1.0,-1.0
27,2,57,19,7,2,1,449.0,0.2,20.0,359.2,4,Completed,2016-01-19,2016-01-21,2016-01-20,Completed,1.0,-1.0
27,3,57,26,7,2,2,599.99,0.07,7.0,1115.98,4,Completed,2016-01-19,2016-01-21,2016-01-20,Completed,1.0,-1.0
27,4,57,8,7,2,1,1799.99,0.07,7.0,1673.99,4,Completed,2016-01-19,2016-01-21,2016-01-20,Completed,1.0,-1.0
28,1,252,5,6,2,1,1320.99,0.05,5.0,1254.94,4,Completed,2016-01-19,2016-01-20,2016-01-21,Completed,2.0,1.0
28,2,252,7,6,2,2,3999.99,0.2,20.0,6399.98,4,Completed,2016-01-19,2016-01-20,2016-01-21,Completed,2.0,1.0
28,3,252,14,6,2,2,269.99,0.1,10.0,485.98,4,Completed,2016-01-19,2016-01-20,2016-01-21,Completed,2.0,1.0
28,4,252,6,6,2,1,469.99,0.05,5.0,446.49,4,Completed,2016-01-19,2016-01-20,2016-01-21,Completed,2.0,1.0
29,1,437,24,6,2,2,549.99,0.05,5.0,1044.98,4,Completed,2016-01-20,2016-01-22,2016-01-21,Completed,1.0,-1.0
29,2,437,6,6,2,1,469.99,0.2,20.0,375.99,4,Completed,2016-01-20,2016-01-22,2016-01-21,Completed,1.0,-1.0
29,3,437,21,6,2,2,269.99,0.1,10.0,485.98,4,Completed,2016-01-20,2016-01-22,2016-01-21,Completed,1.0,-1.0
29,4,437,8,6,2,1,1799.99,0.2,20.0,1439.99,4,Completed,2016-01-20,2016-01-22,2016-01-21,Completed,1.0,-1.0
29,5,437,14,6,2,2,269.99,0.05,5.0,512.98,4,Completed,2016-01-20,2016-01-22,2016-01-21,Completed,1.0,-1.0
30,1,1348,26,6,2,1,599.99,0.05,5.0,569.99,4,Completed,2016-01-20,2016-01-21,2016-01-21,Completed,1.0,0.0
30,2,1348,17,6,2,1,429.0,0.07,7.0,398.97,4,Completed,2016-01-20,2016-01-21,2016-01-21,Completed,1.0,0.0
30,3,1348,19,6,2,1,449.0,0.1,10.0,404.1,4,Completed,2016-01-20,2016-01-21,2016-01-21,Completed,1.0,0.0
30,4,1348,4,6,2,1,2899.99,0.1,10.0,2609.99,4,Completed,2016-01-20,2016-01-21,2016-01-21,Completed,1.0,0.0
30,5,1348,7,6,2,2,3999.99,0.1,10.0,7199.98,4,Completed,2016-01-20,2016-01-21,2016-01-21,Completed,1.0,0.0
31,1,1238,11,8,3,2,1680.99,0.05,5.0,3193.88,4,Completed,2016-01-20,2016-01-22,2016-01-22,Completed,2.0,0.0
31,2,1238,9,8,3,2,2999.99,0.2,20.0,4799.98,4,Completed,2016-01-20,2016-01-22,2016-01-22,Completed,2.0,0.0
32,1,1259,8,3,1,2,1799.99,0.07,7.0,3347.98,4,Completed,2016-01-21,2016-01-24,2016-01-22,Completed,1.0,-2.0
32,2,1259,12,3,1,2,549.99,0.07,7.0,1022.98,4,Completed,2016-01-21,2016-01-24,2016-01-22,Completed,1.0,-2.0
32,3,1259,25,3,1,2,499.99,0.1,10.0,899.98,4,Completed,2016-01-21,2016-01-24,2016-01-22,Completed,1.0,-2.0
33,1,236,23,6,2,2,299.99,0.07,7.0,557.98,4,Completed,2016-01-21,2016-01-22,2016-01-22,Completed,1.0,0.0
33,2,236,7,6,2,1,3999.99,0.1,10.0,3599.99,4,Completed,2016-01-21,2016-01-22,2016-01-22,Completed,1.0,0.0
34,1,80,8,6,2,2,1799.99,0.07,7.0,3347.98,4,Completed,2016-01-22,2016-01-25,2016-01-23,Completed,1.0,-2.0
34,2,80,10,6,2,2,1549.0,0.1,10.0,2788.2,4,Completed,2016-01-22,2016-01-25,2016-01-23,Completed,1.0,-2.0
34,3,80,17,6,2,2,429.0,0.2,20.0,686.4,4,Completed,2016-01-22,2016-01-25,2016-01-23,Completed,1.0,-2.0
35,1,813,18,7,2,1,449.0,0.05,5.0,426.55,4,Completed,2016-01-22,2016-01-25,2016-01-24,Completed,2.0,-1.0
35,2,813,20,7,2,2,599.99,0.05,5.0,1139.98,4,Completed,2016-01-22,2016-01-25,2016-01-24,Completed,2.0,-1.0
35,3,813,5,7,2,1,1320.99,0.2,20.0,1056.79,4,Completed,2016-01-22,2016-01-25,2016-01-24,Completed,2.0,-1.0
35,4,813,21,7,2,2,269.99,0.07,7.0,502.18,4,Completed,2016-01-22,2016-01-25,2016-01-24,Completed,2.0,-1.0
35,5,813,22,7,2,1,269.99,0.07,7.0,251.09,4,Completed,2016-01-22,2016-01-25,2016-01-24,Completed,2.0,-1.0
36,1,1321,9,6,2,1,2999.99,0.07,7.0,2789.99,4,Completed,2016-01-23,2016-01-24,2016-01-24,Completed,1.0,0.0
36,2,1321,5,6,2,1,1320.99,0.05,5.0,1254.94,4,Completed,2016-01-23,2016-01-24,2016-01-24,Completed,1.0,0.0
36,3,1321,3,6,2,2,999.99,0.2,20.0,1599.98,4,Completed,2016-01-23,2016-01-24,2016-01-24,Completed,1.0,0.0
37,1,164,16,6,2,2,599.99,0.05,5.0,1139.98,4,Completed,2016-01-25,2016-01-28,2016-01-26,Completed,1.0,-2.0
38,1,583,7,7,2,2,3999.99,0.05,5.0,7599.98,4,Completed,2016-01-25,2016-01-27,2016-01-26,Completed,1.0,-1.0
38,2,583,23,7,2,1,299.99,0.07,7.0,278.99,4,Completed,2016-01-25,2016-01-27,2016-01-26,Completed,1.0,-1.0
38,3,583,25,7,2,1,499.99,0.2,20.0,399.99,4,Completed,2016-01-25,2016-01-27,2016-01-26,Completed,1.0,-1.0
38,4,583,10,7,2,2,1549.0,0.1,10.0,2788.2,4,Completed,2016-01-25,2016-01-27,2016-01-26,Completed,1.0,-1.0
38,5,583,24,7,2,1,549.99,0.07,7.0,511.49,4,Completed,2016-01-25,2016-01-27,2016-01-26,Completed,1.0,-1.0
39,1,1296,22,7,2,2,269.99,0.2,20.0,431.98,4,Completed,2016-01-25,2016-01-26,2016-01-26,Completed,1.0,0.0
39,2,1296,16,7,2,2,599.99,0.2,20.0,959.98,4,Completed,2016-01-25,2016-01-26,2016-01-26,Completed,1.0,0.0
39,3,1296,3,7,2,2,999.99,0.05,5.0,1899.98,4,Completed,2016-01-25,2016-01-26,2016-01-26,Completed,1.0,0.0
39,4,1296,15,7,2,1,529.99,0.1,10.0,476.99,4,Completed,2016-01-25,2016-01-26,2016-01-26,Completed,1.0,0.0
40,1,348,17,3,1,1,429.0,0.2,20.0,343.2,4,Completed,2016-01-27,2016-01-28,2016-01-29,Completed,2.0,1.0
40,2,348,8,3,1,2,1799.99,0.2,20.0,2879.98,4,Completed,2016-01-27,2016-01-28,2016-01-29,Completed,2.0,1.0
41,1,979,5,6,2,1,1320.99,0.1,10.0,1188.89,4,Completed,2016-01-27,2016-01-30,2016-01-29,Completed,2.0,-1.0
41,2,979,19,6,2,2,449.0,0.2,20.0,718.4,4,Completed,2016-01-27,2016-01-30,2016-01-29,Completed,2.0,-1.0
41,3,979,26,6,2,2,599.99,0.2,20.0,959.98,4,Completed,2016-01-27,2016-01-30,2016-01-29,Completed,2.0,-1.0
42,1,1095,19,7,2,1,449.0,0.05,5.0,426.55,4,Completed,2016-01-27,2016-01-28,2016-01-30,Completed,3.0,2.0
43,1,1434,13,7,2,2,269.99,0.1,10.0,485.98,4,Completed,2016-01-27,2016-01-28,2016-01-30,Completed,3.0,2.0
43,2,1434,12,7,2,2,549.99,0.05,5.0,1044.98,4,Completed,2016-01-27,2016-01-28,2016-01-30,Completed,3.0,2.0
44,1,861,7,7,2,1,3999.99,0.1,10.0,3599.99,4,Completed,2016-01-28,2016-01-31,2016-01-30,Completed,2.0,-1.0
44,2,861,16,7,2,1,599.99,0.05,5.0,569.99,4,Completed,2016-01-28,2016-01-31,2016-01-30,Completed,2.0,-1.0
45,1,1220,4,7,2,2,2899.99,0.2,20.0,4639.98,4,Completed,2016-01-28,2016-01-31,2016-01-31,Completed,3.0,0.0
45,2,1220,22,7,2,1,269.99,0.07,7.0,251.09,4,Completed,2016-01-28,2016-01-31,2016-01-31,Completed,3.0,0.0
45,3,1220,21,7,2,2,269.99,0.05,5.0,512.98,4,Completed,2016-01-28,2016-01-31,2016-01-31,Completed,3.0,0.0
46,1,746,17,7,2,1,429.0,0.1,10.0,386.1,4,Completed,2016-01-29,2016-01-31,2016-01-31,Completed,2.0,0.0
47,1,1234,6,7,2,1,469.99,0.05,5.0,446.49,4,Completed,2016-01-29,2016-01-30,2016-01-31,Completed,2.0,1.0
47,2,1234,15,7,2,1,529.99,0.1,10.0,476.99,4,Completed,2016-01-29,2016-01-30,2016-01-31,Completed,2.0,1.0
47,3,1234,25,7,2,2,499.99,0.07,7.0,929.98,4,Completed,2016-01-29,2016-01-30,2016-01-31,Completed,2.0,1.0
47,4,1234,13,7,2,1,269.99,0.2,20.0,215.99,4,Completed,2016-01-29,2016-01-30,2016-01-31,Completed,2.0,1.0
48,1,1012,11,7,2,1,1680.99,0.1,10.0,1512.89,4,Completed,2016-01-30,2016-02-01,2016-02-02,Completed,3.0,1.0
48,2,1012,4,7,2,1,2899.99,0.2,20.0,2319.99,4,Completed,2016-01-30,2016-02-01,2016-02-02,Completed,3.0,1.0
48,3,1012,5,7,2,2,1320.99,0.1,10.0,2377.78,4,Completed,2016-01-30,2016-02-01,2016-02-02,Completed,3.0,1.0
48,4,1012,14,7,2,2,269.99,0.07,7.0,502.18,4,Completed,2016-01-30,2016-02-01,2016-02-02,Completed,3.0,1.0
49,1,608,13,6,2,2,269.99,0.07,7.0,502.18,4,Completed,2016-01-31,2016-02-01,2016-02-02,Completed,2.0,1.0
50,1,872,3,8,3,1,999.99,0.05,5.0,949.99,4,Completed,2016-01-31,2016-02-03,2016-02-02,Completed,2.0,-1.0
50,2,872,26,8,3,2,599.99,0.07,7.0,1115.98,4,Completed,2016-01-31,2016-02-03,2016-02-02,Completed,2.0,-1.0
50,3,872,13,8,3,2,269.99,0.2,20.0,431.98,4,Completed,2016-01-31,2016-02-03,2016-02-02,Completed,2.0,-1.0
51,1,1047,13,7,2,1,269.99,0.05,5.0,256.49,4,Completed,2016-02-01,2016-02-02,2016-02-03,Completed,2.0,1.0
51,2,1047,20,7,2,1,599.99,0.05,5.0,569.99,4,Completed,2016-02-01,2016-02-02,2016-02-03,Completed,2.0,1.0
51,3,1047,26,7,2,2,599.99,0.2,20.0,959.98,4,Completed,2016-02-01,2016-02-02,2016-02-03,Completed,2.0,1.0
52,1,767,25,2,1,1,499.99,0.07,7.0,464.99,4,Completed,2016-02-03,2016-02-04,2016-02-05,Completed,2.0,1.0
53,1,965,8,6,2,2,1799.99,0.2,20.0,2879.98,4,Completed,2016-02-03,2016-02-04,2016-02-05,Completed,2.0,1.0
53,2,965,23,6,2,2,299.99,0.05,5.0,569.98,4,Completed,2016-02-03,2016-02-04,2016-02-05,Completed,2.0,1.0
53,3,965,14,6,2,2,269.99,0.2,20.0,431.98,4,Completed,2016-02-03,2016-02-04,2016-02-05,Completed,2.0,1.0
53,4,965,25,6,2,2,499.99,0.1,10.0,899.98,4,Completed,2016-02-03,2016-02-04,2016-02-05,Completed,2.0,1.0
54,1,535,26,7,2,2,599.99,0.2,20.0,959.98,4,Completed,2016-02-04,2016-02-07,2016-02-07,Completed,3.0,0.0
54,2,535,3,7,2,1,999.99,0.2,20.0,799.99,4,Completed,2016-02-04,2016-02-07,2016-02-07,Completed,3.0,0.0
55,1,1173,21,6,2,1,269.99,0.05,5.0,256.49,4,Completed,2016-02-04,2016-02-07,2016-02-06,Completed,2.0,-1.0
55,2,1173,25,6,2,2,499.99,0.2,20.0,799.98,4,Completed,2016-02-04,2016-02-07,2016-02-06,Completed,2.0,-1.0
55,3,1173,15,6,2,2,529.99,0.2,20.0,847.98,4,Completed,2016-02-04,2016-02-07,2016-02-06,Completed,2.0,-1.0
56,1,1241,20,6,2,2,599.99,0.07,7.0,1115.98,4,Completed,2016-02-04,2016-02-06,2016-02-07,Completed,3.0,1.0
57,1,1305,23,7,2,2,299.99,0.1,10.0,539.98,4,Completed,2016-02-04,2016-02-06,2016-02-06,Completed,2.0,0.0
57,2,1305,19,7,2,2,449.0,0.2,20.0,718.4,4,Completed,2016-02-04,2016-02-06,2016-02-06,Completed,2.0,0.0
57,3,1305,13,7,2,1,269.99,0.07,7.0,251.09,4,Completed,2016-02-04,2016-02-06,2016-02-06,Completed,2.0,0.0
58,1,504,14,6,2,2,269.99,0.05,5.0,512.98,4,Completed,2016-02-05,2016-02-07,2016-02-07,Completed,2.0,0.0
58,2,504,18,6,2,1,449.0,0.07,7.0,417.57,4,Completed,2016-02-05,2016-02-07,2016-02-07,Completed,2.0,0.0
58,3,504,23,6,2,1,299.99,0.1,10.0,269.99,4,Completed,2016-02-05,2016-02-07,2016-02-07,Completed,2.0,0.0
59,1,563,21,7,2,1,269.99,0.05,5.0,256.49,4,Completed,2016-02-05,2016-02-07,2016-02-06,Completed,1.0,-1.0
59,2,563,2,7,2,1,749.99,0.1,10.0,674.99,4,Completed,2016-02-05,2016-02-07,2016-02-06,Completed,1.0,-1.0
59,3,563,17,7,2,2,429.0,0.1,10.0,772.2,4,Completed,2016-02-05,2016-02-07,2016-02-06,Completed,1.0,-1.0
60,1,151,14,3,1,2,269.99,0.05,5.0,512.98,4,Completed,2016-02-06,2016-02-08,2016-02-07,Completed,1.0,-1.0
60,2,151,4,3,1,1,2899.99,0.1,10.0,2609.99,4,Completed,2016-02-06,2016-02-08,2016-02-07,Completed,1.0,-1.0
60,3,151,15,3,1,1,529.99,0.07,7.0,492.89,4,Completed,2016-02-06,2016-02-08,2016-02-07,Completed,1.0,-1.0
60,4,151,22,3,1,1,269.99,0.2,20.0,215.99,4,Completed,2016-02-06,2016-02-08,2016-02-07,Completed,1.0,-1.0
61,1,277,25,7,2,1,499.99,0.1,10.0,449.99,4,Completed,2016-02-06,2016-02-09,2016-02-09,Completed,3.0,0.0
61,2,277,15,7,2,2,529.99,0.05,5.0,1006.98,4,Completed,2016-02-06,2016-02-09,2016-02-09,Completed,3.0,0.0
61,3,277,5,7,2,2,1320.99,0.2,20.0,2113.58,4,Completed,2016-02-06,2016-02-09,2016-02-09,Completed,3.0,0.0
62,1,208,14,2,1,1,269.99,0.07,7.0,251.09,4,Completed,2016-02-07,2016-02-10,2016-02-10,Completed,3.0,0.0
62,2,208,8,2,1,2,1799.99,0.1,10.0,3239.98,4,Completed,2016-02-07,2016-02-10,2016-02-10,Completed,3.0,0.0
62,3,208,22,2,1,2,269.99,0.1,10.0,485.98,4,Completed,2016-02-07,2016-02-10,2016-02-10,Completed,3.0,0.0
63,1,1075,25,7,2,2,499.99,0.1,10.0,899.98,4,Completed,2016-02-07,2016-02-09,2016-02-09,Completed,2.0,0.0
63,2,1075,19,7,2,2,449.0,0.05,5.0,853.1,4,Completed,2016-02-07,2016-02-09,2016-02-09,Completed,2.0,0.0
63,3,1075,3,7,2,1,999.99,0.1,10.0,899.99,4,Completed,2016-02-07,2016-02-09,2016-02-09,Completed,2.0,0.0
64,1,1185,25,6,2,2,499.99,0.1,10.0,899.98,4,Completed,2016-02-07,2016-02-08,2016-02-09,Completed,2.0,1.0
64,2,1185,22,6,2,2,269.99,0.2,20.0,431.98,4,Completed,2016-02-07,2016-02-08,2016-02-09,Completed,2.0,1.0
64,3,1185,23,6,2,2,299.99,0.2,20.0,479.98,4,Completed,2016-02-07,2016-02-08,2016-02-09,Completed,2.0,1.0
64,4,1185,24,6,2,2,549.99,0.1,10.0,989.98,4,Completed,2016-02-07,2016-02-08,2016-02-09,Completed,2.0,1.0
65,1,996,12,6,2,1,549.99,0.1,10.0,494.99,4,Completed,2016-02-08,2016-02-09,2016-02-11,Completed,3.0,2.0
66,1,1253,2,7,2,1,749.99,0.2,20.0,599.99,4,Completed,2016-02-09,2016-02-12,2016-02-12,Completed,3.0,0.0
66,2,1253,23,7,2,1,299.99,0.07,7.0,278.99,4,Completed,2016-02-09,2016-02-12,2016-02-12,Completed,3.0,0.0
66,3,1253,12,7,2,1,549.99,0.07,7.0,511.49,4,Completed,2016-02-09,2016-02-12,2016-02-12,Completed,3.0,0.0
67,1,526,23,8,3,2,299.99,0.2,20.0,479.98,4,Completed,2016-02-09,2016-02-11,2016-02-10,Completed,1.0,-1.0
67,2,526,12,8,3,2,549.99,0.1,10.0,989.98,4,Completed,2016-02-09,2016-02-11,2016-02-10,Completed,1.0,-1.0
67,3,526,21,8,3,1,269.99,0.2,20.0,215.99,4,Completed,2016-02-09,2016-02-11,2016-02-10,Completed,1.0,-1.0
67,4,526,5,8,3,2,1320.99,0.1,10.0,2377.78,4,Completed,2016-02-09,2016-02-11,2016-02-10,Completed,1.0,-1.0
67,5,526,19,8,3,1,449.0,0.2,20.0,359.2,4,Completed,2016-02-09,2016-02-11,2016-02-10,Completed,1.0,-1.0
